scenario,trace_id,operation,decision,metric,value_ms
benchmark,tr_3eb60719f27e4016,delegate_to_domain,accepted,ledger_anchor,1.114
benchmark,tr_dbc7c1482908403d,issue_downstream_delegation,accepted,incoming_cod_validation,0.1517
benchmark,tr_dbc7c1482908403d,issue_downstream_delegation,accepted,signature_generation,0.045
benchmark,tr_dbc7c1482908403d,issue_downstream_delegation,accepted,ledger_anchor,1.1125
benchmark,tr_86440e4451354463,verify_cod,accepted,cod_validation,0.2132
benchmark,tr_86440e4451354463,verify_cod,accepted,capability_realization,0.0713
benchmark,tr_86440e4451354463,verify_cod,accepted,ledger_anchor,1.699
benchmark,tr_0cbd7462acf7411f,verify_capability,accepted,capability_base_validation,0.0797
benchmark,tr_0cbd7462acf7411f,verify_capability,accepted,holder_key_resolution,0.6907
benchmark,tr_0cbd7462acf7411f,verify_capability,accepted,challenge_state_check,0.2988
benchmark,tr_0cbd7462acf7411f,verify_capability,accepted,holder_proof_verification,0.0582
benchmark,tr_0cbd7462acf7411f,verify_capability,accepted,nonce_challenge_state_consumption,1.0408
benchmark,tr_0cbd7462acf7411f,verify_capability,accepted,ledger_anchor,1.1684
ablation_comparison,tr_feb414bbfa69466f,issue_delegation,accepted,signature_generation,0.0914
ablation_comparison,tr_feb414bbfa69466f,issue_delegation,accepted,ledger_anchor,1.2826
ablation_comparison,tr_e3d68e868e524eff,delegate_to_domain,accepted,signature_generation,0.0846
ablation_comparison,tr_e3d68e868e524eff,delegate_to_domain,accepted,ledger_anchor,1.3984
ablation_comparison,tr_cb4f25fe9b3e4702,issue_downstream_delegation,accepted,incoming_cod_validation,0.1771
ablation_comparison,tr_cb4f25fe9b3e4702,issue_downstream_delegation,accepted,signature_generation,0.0702
ablation_comparison,tr_cb4f25fe9b3e4702,issue_downstream_delegation,accepted,ledger_anchor,1.1648
interactive_valid_flow,tr_2aac226a4f494373,issue_delegation,accepted,signature_generation,0.0834
interactive_valid_flow,tr_2aac226a4f494373,issue_delegation,accepted,ledger_anchor,1.188
interactive_valid_flow,tr_82e55124247c4d12,delegate_to_domain,accepted,signature_generation,0.0793
interactive_valid_flow,tr_82e55124247c4d12,delegate_to_domain,accepted,ledger_anchor,1.158
interactive_valid_flow,tr_5db5063064174957,issue_downstream_delegation,accepted,incoming_cod_validation,0.1775
interactive_valid_flow,tr_5db5063064174957,issue_downstream_delegation,accepted,signature_generation,0.0517
interactive_valid_flow,tr_5db5063064174957,issue_downstream_delegation,accepted,ledger_anchor,1.395
interactive_valid_flow,tr_cdca15e5fe6d403b,verify_cod,accepted,cod_validation,0.2068
interactive_valid_flow,tr_cdca15e5fe6d403b,verify_cod,accepted,capability_realization,0.0734
interactive_valid_flow,tr_cdca15e5fe6d403b,verify_cod,accepted,ledger_anchor,1.1244
ablation_comparison,tr_869e984d8c374a7b,issue_delegation,accepted,signature_generation,0.0909
ablation_comparison,tr_869e984d8c374a7b,issue_delegation,accepted,ledger_anchor,1.1546
ablation_comparison,tr_218651413cd54f18,delegate_to_domain,accepted,signature_generation,0.0735
ablation_comparison,tr_218651413cd54f18,delegate_to_domain,accepted,ledger_anchor,1.1854
ablation_comparison,tr_55f8b57305bc455b,issue_downstream_delegation,accepted,incoming_cod_validation,0.1567
ablation_comparison,tr_55f8b57305bc455b,issue_downstream_delegation,accepted,signature_generation,0.0549
ablation_comparison,tr_55f8b57305bc455b,issue_downstream_delegation,accepted,ledger_anchor,1.4623
interactive_valid_flow,tr_a6f12a13e25d4120,issue_delegation,accepted,signature_generation,0.0963
interactive_valid_flow,tr_a6f12a13e25d4120,issue_delegation,accepted,ledger_anchor,1.3517
interactive_valid_flow,tr_ec65ed28f6d6494e,delegate_to_domain,accepted,signature_generation,0.0841
interactive_valid_flow,tr_ec65ed28f6d6494e,delegate_to_domain,accepted,ledger_anchor,1.1755
interactive_valid_flow,tr_23ff93180329446f,issue_downstream_delegation,accepted,incoming_cod_validation,0.1562
interactive_valid_flow,tr_23ff93180329446f,issue_downstream_delegation,accepted,signature_generation,0.0459
interactive_valid_flow,tr_23ff93180329446f,issue_downstream_delegation,accepted,ledger_anchor,1.27
interactive_valid_flow,tr_d4706cd9b2cb449b,verify_cod,accepted,cod_validation,0.203
interactive_valid_flow,tr_d4706cd9b2cb449b,verify_cod,accepted,capability_realization,0.0745
interactive_valid_flow,tr_d4706cd9b2cb449b,verify_cod,accepted,ledger_anchor,1.2429
ablation_comparison,tr_c50e638958504ae7,issue_delegation,accepted,signature_generation,0.076
ablation_comparison,tr_c50e638958504ae7,issue_delegation,accepted,ledger_anchor,1.1584
ablation_comparison,tr_8d616e70be224286,delegate_to_domain,accepted,signature_generation,0.0788
ablation_comparison,tr_8d616e70be224286,delegate_to_domain,accepted,ledger_anchor,1.1956
ablation_comparison,tr_f8ba29b87f2f4922,issue_downstream_delegation,accepted,incoming_cod_validation,0.1817
ablation_comparison,tr_f8ba29b87f2f4922,issue_downstream_delegation,accepted,signature_generation,0.0532
ablation_comparison,tr_f8ba29b87f2f4922,issue_downstream_delegation,accepted,ledger_anchor,1.2864
interactive_valid_flow,tr_2c10ba4e666e4c6a,issue_delegation,accepted,signature_generation,0.0829
interactive_valid_flow,tr_2c10ba4e666e4c6a,issue_delegation,accepted,ledger_anchor,1.206
interactive_valid_flow,tr_75a6cd4c9ea2449a,delegate_to_domain,accepted,signature_generation,0.0916
interactive_valid_flow,tr_75a6cd4c9ea2449a,delegate_to_domain,accepted,ledger_anchor,1.1692
interactive_valid_flow,tr_4ef4f1f1b72a493d,issue_downstream_delegation,accepted,incoming_cod_validation,0.1722
interactive_valid_flow,tr_4ef4f1f1b72a493d,issue_downstream_delegation,accepted,signature_generation,0.0507
interactive_valid_flow,tr_4ef4f1f1b72a493d,issue_downstream_delegation,accepted,ledger_anchor,1.2888
interactive_valid_flow,tr_17d8c89bdde9468f,verify_cod,accepted,cod_validation,0.1912
interactive_valid_flow,tr_17d8c89bdde9468f,verify_cod,accepted,capability_realization,0.0626
interactive_valid_flow,tr_17d8c89bdde9468f,verify_cod,accepted,ledger_anchor,1.0781
ablation_comparison,tr_71d5cf273baf4687,issue_delegation,accepted,signature_generation,0.0787
ablation_comparison,tr_71d5cf273baf4687,issue_delegation,accepted,ledger_anchor,1.2494
ablation_comparison,tr_a317317bfba6440b,delegate_to_domain,accepted,signature_generation,0.0769
ablation_comparison,tr_a317317bfba6440b,delegate_to_domain,accepted,ledger_anchor,1.1912
ablation_comparison,tr_f3a948f963e647b3,issue_downstream_delegation,accepted,incoming_cod_validation,0.1632
ablation_comparison,tr_f3a948f963e647b3,issue_downstream_delegation,accepted,signature_generation,0.0463
ablation_comparison,tr_f3a948f963e647b3,issue_downstream_delegation,accepted,ledger_anchor,1.0855
interactive_valid_flow,tr_76c485b45a5247e6,issue_delegation,accepted,signature_generation,0.0809
interactive_valid_flow,tr_76c485b45a5247e6,issue_delegation,accepted,ledger_anchor,1.1612
interactive_valid_flow,tr_30cf4b1e76e54c00,delegate_to_domain,accepted,signature_generation,0.0791
interactive_valid_flow,tr_30cf4b1e76e54c00,delegate_to_domain,accepted,ledger_anchor,1.2002
interactive_valid_flow,tr_50ccb2ef9edf4abe,issue_downstream_delegation,accepted,incoming_cod_validation,0.1628
interactive_valid_flow,tr_50ccb2ef9edf4abe,issue_downstream_delegation,accepted,signature_generation,0.0465
interactive_valid_flow,tr_50ccb2ef9edf4abe,issue_downstream_delegation,accepted,ledger_anchor,1.2205
interactive_valid_flow,tr_fa30b30936a44972,verify_cod,accepted,cod_validation,0.1908
interactive_valid_flow,tr_fa30b30936a44972,verify_cod,accepted,capability_realization,0.0649
interactive_valid_flow,tr_fa30b30936a44972,verify_cod,accepted,ledger_anchor,1.06
ablation_comparison,tr_cc3a2a3fa0ce47e5,issue_delegation,accepted,signature_generation,0.0956
ablation_comparison,tr_cc3a2a3fa0ce47e5,issue_delegation,accepted,ledger_anchor,1.1057
ablation_comparison,tr_40ebc4cd24f34932,delegate_to_domain,accepted,signature_generation,0.0752
ablation_comparison,tr_40ebc4cd24f34932,delegate_to_domain,accepted,ledger_anchor,1.334
ablation_comparison,tr_fb0a47c4e5a74009,issue_downstream_delegation,accepted,incoming_cod_validation,0.1614
ablation_comparison,tr_fb0a47c4e5a74009,issue_downstream_delegation,accepted,signature_generation,0.0464
ablation_comparison,tr_fb0a47c4e5a74009,issue_downstream_delegation,accepted,ledger_anchor,1.1067
interactive_valid_flow,tr_453c11ccaa09406f,issue_delegation,accepted,signature_generation,0.0819
interactive_valid_flow,tr_453c11ccaa09406f,issue_delegation,accepted,ledger_anchor,1.211
interactive_valid_flow,tr_21f3ca4a6c9744dc,delegate_to_domain,accepted,signature_generation,0.0805
interactive_valid_flow,tr_21f3ca4a6c9744dc,delegate_to_domain,accepted,ledger_anchor,1.4521
interactive_valid_flow,tr_644f44afb8684604,issue_downstream_delegation,accepted,incoming_cod_validation,0.1721
interactive_valid_flow,tr_644f44afb8684604,issue_downstream_delegation,accepted,signature_generation,0.047
interactive_valid_flow,tr_644f44afb8684604,issue_downstream_delegation,accepted,ledger_anchor,1.2692
interactive_valid_flow,tr_ad4919ccbd2c43ad,verify_cod,accepted,cod_validation,0.1948
interactive_valid_flow,tr_ad4919ccbd2c43ad,verify_cod,accepted,capability_realization,0.0732
interactive_valid_flow,tr_ad4919ccbd2c43ad,verify_cod,accepted,ledger_anchor,1.1347
ablation_comparison,tr_99561ab0ece74744,issue_delegation,accepted,signature_generation,0.0798
ablation_comparison,tr_99561ab0ece74744,issue_delegation,accepted,ledger_anchor,1.1587
ablation_comparison,tr_91f0e60a75364c7d,delegate_to_domain,accepted,signature_generation,0.0987
ablation_comparison,tr_91f0e60a75364c7d,delegate_to_domain,accepted,ledger_anchor,1.3183
ablation_comparison,tr_9ef2964417a1486a,issue_downstream_delegation,accepted,incoming_cod_validation,0.1645
ablation_comparison,tr_9ef2964417a1486a,issue_downstream_delegation,accepted,signature_generation,0.0461
ablation_comparison,tr_9ef2964417a1486a,issue_downstream_delegation,accepted,ledger_anchor,1.1507
interactive_valid_flow,tr_97c44098c06d44aa,issue_delegation,accepted,signature_generation,0.0792
interactive_valid_flow,tr_97c44098c06d44aa,issue_delegation,accepted,ledger_anchor,1.1538
interactive_valid_flow,tr_0cdec20a606f4ff8,delegate_to_domain,accepted,signature_generation,0.0783
interactive_valid_flow,tr_0cdec20a606f4ff8,delegate_to_domain,accepted,ledger_anchor,1.1046
interactive_valid_flow,tr_4d9078e1da6d451a,issue_downstream_delegation,accepted,incoming_cod_validation,0.2268
interactive_valid_flow,tr_4d9078e1da6d451a,issue_downstream_delegation,accepted,signature_generation,0.0871
interactive_valid_flow,tr_4d9078e1da6d451a,issue_downstream_delegation,accepted,ledger_anchor,1.2767
interactive_valid_flow,tr_caf79ff01c8e4a75,verify_cod,accepted,cod_validation,0.2102
interactive_valid_flow,tr_caf79ff01c8e4a75,verify_cod,accepted,capability_realization,0.0833
interactive_valid_flow,tr_caf79ff01c8e4a75,verify_cod,accepted,ledger_anchor,1.1251
ablation_comparison,tr_30a0ead4dbed4b7f,issue_delegation,accepted,signature_generation,0.0813
ablation_comparison,tr_30a0ead4dbed4b7f,issue_delegation,accepted,ledger_anchor,1.2023
ablation_comparison,tr_ee5037d6baf648da,delegate_to_domain,accepted,signature_generation,0.0809
ablation_comparison,tr_ee5037d6baf648da,delegate_to_domain,accepted,ledger_anchor,1.1881
ablation_comparison,tr_622c34fdc91e4bcd,issue_downstream_delegation,accepted,incoming_cod_validation,0.1706
ablation_comparison,tr_622c34fdc91e4bcd,issue_downstream_delegation,accepted,signature_generation,0.0533
ablation_comparison,tr_622c34fdc91e4bcd,issue_downstream_delegation,accepted,ledger_anchor,1.329
interactive_valid_flow,tr_8f1224d7dc0d4d68,issue_delegation,accepted,signature_generation,0.0839
interactive_valid_flow,tr_8f1224d7dc0d4d68,issue_delegation,accepted,ledger_anchor,1.2556
interactive_valid_flow,tr_d3392cc11f584bc9,delegate_to_domain,accepted,signature_generation,0.078
interactive_valid_flow,tr_d3392cc11f584bc9,delegate_to_domain,accepted,ledger_anchor,1.1225
interactive_valid_flow,tr_81bbb3795a414129,issue_downstream_delegation,accepted,incoming_cod_validation,0.1672
interactive_valid_flow,tr_81bbb3795a414129,issue_downstream_delegation,accepted,signature_generation,0.0515
interactive_valid_flow,tr_81bbb3795a414129,issue_downstream_delegation,accepted,ledger_anchor,1.1826
interactive_valid_flow,tr_c0b38e776f3847b8,verify_cod,accepted,cod_validation,0.2
interactive_valid_flow,tr_c0b38e776f3847b8,verify_cod,accepted,capability_realization,0.0704
interactive_valid_flow,tr_c0b38e776f3847b8,verify_cod,accepted,ledger_anchor,1.0859
ablation_comparison,tr_6ac29c87833b433b,issue_delegation,accepted,signature_generation,0.0778
ablation_comparison,tr_6ac29c87833b433b,issue_delegation,accepted,ledger_anchor,1.3325
ablation_comparison,tr_99cb304622074a81,delegate_to_domain,accepted,signature_generation,0.0793
ablation_comparison,tr_99cb304622074a81,delegate_to_domain,accepted,ledger_anchor,1.192
ablation_comparison,tr_4e3ed1b1c25a4dc3,issue_downstream_delegation,accepted,incoming_cod_validation,0.1761
ablation_comparison,tr_4e3ed1b1c25a4dc3,issue_downstream_delegation,accepted,signature_generation,0.0538
ablation_comparison,tr_4e3ed1b1c25a4dc3,issue_downstream_delegation,accepted,ledger_anchor,1.1623
interactive_valid_flow,tr_b144ee9fad7e41b1,issue_delegation,accepted,signature_generation,0.0841
interactive_valid_flow,tr_b144ee9fad7e41b1,issue_delegation,accepted,ledger_anchor,1.1421
interactive_valid_flow,tr_5f47d65efe2347a6,delegate_to_domain,accepted,signature_generation,0.0819
interactive_valid_flow,tr_5f47d65efe2347a6,delegate_to_domain,accepted,ledger_anchor,1.2514
interactive_valid_flow,tr_17b55a6cea6041e7,issue_downstream_delegation,accepted,incoming_cod_validation,0.1614
interactive_valid_flow,tr_17b55a6cea6041e7,issue_downstream_delegation,accepted,signature_generation,0.0477
interactive_valid_flow,tr_17b55a6cea6041e7,issue_downstream_delegation,accepted,ledger_anchor,1.2271
interactive_valid_flow,tr_e9a820e02bd24791,verify_cod,accepted,cod_validation,0.2281
interactive_valid_flow,tr_e9a820e02bd24791,verify_cod,accepted,capability_realization,0.0651
interactive_valid_flow,tr_e9a820e02bd24791,verify_cod,accepted,ledger_anchor,1.0822
ablation_comparison,tr_3838e1469990428a,issue_delegation,accepted,signature_generation,0.0783
ablation_comparison,tr_3838e1469990428a,issue_delegation,accepted,ledger_anchor,1.192
ablation_comparison,tr_79d6fd09c1364b66,delegate_to_domain,accepted,signature_generation,0.0758
ablation_comparison,tr_79d6fd09c1364b66,delegate_to_domain,accepted,ledger_anchor,1.1847
ablation_comparison,tr_4b5d53a637f24850,issue_downstream_delegation,accepted,incoming_cod_validation,0.1614
ablation_comparison,tr_4b5d53a637f24850,issue_downstream_delegation,accepted,signature_generation,0.0455
ablation_comparison,tr_4b5d53a637f24850,issue_downstream_delegation,accepted,ledger_anchor,1.1155
interactive_valid_flow,tr_e5b57067da2f454e,issue_delegation,accepted,signature_generation,0.0868
interactive_valid_flow,tr_e5b57067da2f454e,issue_delegation,accepted,ledger_anchor,1.189
interactive_valid_flow,tr_d7f3816a7fce4041,delegate_to_domain,accepted,signature_generation,0.0818
interactive_valid_flow,tr_d7f3816a7fce4041,delegate_to_domain,accepted,ledger_anchor,1.2456
interactive_valid_flow,tr_fd53da7238ef460e,issue_downstream_delegation,accepted,incoming_cod_validation,0.1613
interactive_valid_flow,tr_fd53da7238ef460e,issue_downstream_delegation,accepted,signature_generation,0.0459
interactive_valid_flow,tr_fd53da7238ef460e,issue_downstream_delegation,accepted,ledger_anchor,1.9743
interactive_valid_flow,tr_1abe5714d7234b61,verify_cod,accepted,cod_validation,0.1923
interactive_valid_flow,tr_1abe5714d7234b61,verify_cod,accepted,capability_realization,0.062
interactive_valid_flow,tr_1abe5714d7234b61,verify_cod,accepted,ledger_anchor,2.3983
ablation_comparison,tr_7b78d376f4a14a2f,issue_delegation,accepted,signature_generation,0.0781
ablation_comparison,tr_7b78d376f4a14a2f,issue_delegation,accepted,ledger_anchor,1.3827
ablation_comparison,tr_5fc8e32d66ae45d0,delegate_to_domain,accepted,signature_generation,0.0732
ablation_comparison,tr_5fc8e32d66ae45d0,delegate_to_domain,accepted,ledger_anchor,1.283
ablation_comparison,tr_a911faa643094de3,issue_downstream_delegation,accepted,incoming_cod_validation,0.1476
ablation_comparison,tr_a911faa643094de3,issue_downstream_delegation,accepted,signature_generation,0.0453
ablation_comparison,tr_a911faa643094de3,issue_downstream_delegation,accepted,ledger_anchor,1.2107
interactive_valid_flow,tr_a58a0f5d1c024ab1,issue_delegation,accepted,signature_generation,0.082
interactive_valid_flow,tr_a58a0f5d1c024ab1,issue_delegation,accepted,ledger_anchor,1.4688
interactive_valid_flow,tr_59328512b7c5491c,delegate_to_domain,accepted,signature_generation,0.0762
interactive_valid_flow,tr_59328512b7c5491c,delegate_to_domain,accepted,ledger_anchor,1.2569
interactive_valid_flow,tr_d4e5776e28be4919,issue_downstream_delegation,accepted,incoming_cod_validation,0.1733
interactive_valid_flow,tr_d4e5776e28be4919,issue_downstream_delegation,accepted,signature_generation,0.0505
